name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
مطعم وقت الشواية,Afghan Restaurant,"الرياض 14723, المملكة العربية السعودية",24.518983,46.656981,moderate,0.0,0,0,7.536018122325698,
ديوانية عكاظ,Café,"الرياض 14726, المملكة العربية السعودية",24.518511,46.669149,cheap,0.0,2,0,7.536018122325698,
شاهي جمر راعي الجمس,Coffee Shop,"الرياض 14726, المملكة العربية السعودية",24.519314,46.670041,cheap,0.0,0,0,7.536018122325698,
غدير الشام,Afghan Restaurant,المملكة العربية السعودية,24.51952,46.67166,moderate,0.0,0,0,7.536018122325698,
Dunkin',Donut Shop,"الرياض, المملكة العربية السعودية",24.52500124594793,46.43394380604386,cheap,29.0,90,1,8.9,32.0
Moroccan Taste (المذاق المغربي),Café,"Makkah Al Mukarramah Rd, الرياض, المملكة العربية السعودية",24.52493729305084,46.43353856458267,cheap,22.0,13,2,8.6,24.0
كرك جدي,Café,"الرياض, المملكة العربية السعودية",24.525067850036105,46.43420344582057,cheap,24.0,27,1,7.3,33.0
دانكن دونت طريق المزاحميه,"Donut Shop, Coffee Shop","الرياض, المملكة العربية السعودية",24.524959,46.433641,cheap,0.0,6,0,8.3,0.0
دانكن الدزيه,Coffee Shop,"الرياض 13797, المملكة العربية السعودية",24.524787,46.433555,cheap,0.0,8,0,7.536018122325698,
بارن كافيه   BARNCAFÉ,Café,"الرياض, المملكة العربية السعودية",24.525006,46.433693,cheap,6.0,12,0,7.536018122325698,
بيالة وفنجال للقهوة العربية,"Café, Coffee Shop","الرياض 13797, المملكة العربية السعودية",24.525237,46.434477,cheap,0.0,3,0,7.536018122325698,
Nestro,Coffee Shop,"الرياض 13797, المملكة العربية السعودية",24.523778,46.430222,cheap,0.0,0,0,7.536018122325698,
سيارة آيس كريم,Food Truck,"Second Ring Rd (Second Ring Rd), الرياض, المملكة العربية السعودية",24.79344388133637,46.87824116776024,cheap,1.0,13,0,7.536018122325698,
Starbucks,Coffee Shop,"الرياض 14723, المملكة العربية السعودية",24.522543,46.648867,cheap,1.0,16,0,8.1,1.0
مطعم البخاري,Middle Eastern Restaurant,"الرياض 14723, المملكة العربية السعودية",24.524101,46.660976,moderate,0.0,1,0,7.536018122325698,
بهارات الأولين,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.525009,46.68766,moderate,8.0,10,6,7.8,9.0
Perfect Cooker,Asian Restaurant,"Along Aramco road.  Corner Intersection, Industrial City 2, المملكة العربية السعودية",24.52047144135105,46.8583871757124,moderate,1.0,0,1,7.536018122325698,
Koud Restautant,Middle Eastern Restaurant,المملكة العربية السعودية,24.52281119716068,46.8780281006726,moderate,0.0,0,1,7.536018122325698,
city food court,Food Court,المملكة العربية السعودية,24.522197358761648,46.907098746788,Cheap,0.0,1,1,7.536018122325698,
Embratoor AlShawerma (امبراطور الشاورما),Shawarma Place,"الرياض, المملكة العربية السعودية",24.525684,46.435516,Cheap,1.0,6,0,7.536018122325698,
Falafel Pie (فطيرة الفلافل),Falafel Restaurant,"طريق جدة, الرياض, المملكة العربية السعودية",24.525746,46.435683,cheap,1.0,4,0,7.536018122325698,
مطعم بخاري,"Afghan Restaurant, Middle Eastern Restaurant","الرياض 14966, المملكة العربية السعودية",24.530273,46.63415300000001,moderate,0.0,1,0,7.536018122325698,
بوفيه التاج,Fast Food Restaurant,"الرياض 14966, المملكة العربية السعودية",24.52712600000001,46.63751,cheap,0.0,0,0,7.536018122325698,
يب برجر YEP BURGER,Burger Joint,"حي الحزم (شارع القليب بالتقاطع مع شارع محمد بن عرجان), الرياض, المملكة العربية السعودية",24.527554,46.64088,cheap,5.0,4,6,7.536018122325698,
حكاية قهوة Coffee Tale,Coffee Shop,"الرياض, المملكة العربية السعودية",24.5299,46.653505,cheap,5.0,4,0,7.536018122325698,
Kudu,Sandwich Place,"8293 الكهف، الحزم الرياض 14966 4792 Al Kahf, Al Hazm, Riyadh 14966 4792 (مقابل مستشفى الإمام عبدالرحمن الفيصل), الرياض 14966, المملكة العربية السعودية",24.530676,46.65249,cheap,0.0,1,0,7.536018122325698,
الماسة الذهبية,Wings Joint,"عكاظ (الفرسان), الرياض 14723, المملكة العربية السعودية",24.525373,46.662046,cheap,0.0,0,0,7.536018122325698,
اراك كوفي,Coffee Shop,"الرياض 14723, المملكة العربية السعودية",24.526627,46.669282,cheap,0.0,2,0,7.536018122325698,
Burger King,Fast Food Restaurant,"prince mamdooh bin abdulaziz, Riyadh 12241, المملكة العربية السعودية",24.5271348225978,46.669921875,cheap,1.0,0,0,6.7,1.0
خذلك برجر,Food Truck,"خذلك برجر, الرياض 14726, المملكة العربية السعودية",24.52586152575471,46.66978194416453,cheap,1.0,2,2,7.536018122325698,
‏سيارة الأيسكريم,"Food Truck, Ice Cream Shop","الرياض, المملكة العربية السعودية",24.52817154625421,46.69256642431064,cheap,0.0,1,0,7.536018122325698,
Pizza Hut (بيتزا هت),Pizza Place,"حي الشفاء (طريق ديراب), الرياض, المملكة العربية السعودية",24.53075845495237,46.687127578888855,cheap,4.0,4,0,7.536018122325698,
Croissant Cafe || كروسان كافيه,Café,المملكة العربية السعودية,24.53034133670205,46.68850020655214,cheap,0.0,3,0,7.536018122325698,
بريڤي لاونج,Café,"الرياض, المملكة العربية السعودية",24.528991,46.729956,cheap,2.0,12,1,7.536018122325698,
Kabbani Pattiserie,Bakery,"Jareer St., الرياض, المملكة العربية السعودية",24.529725179389416,46.8961846389116,cheap,0.0,0,0,7.536018122325698,
KFC (كنتاكي),"Fast Food Restaurant, Fried Chicken Joint","Alhazem (Dirab Road), الرياض, المملكة العربية السعودية",24.535847892014125,46.65677051846056,cheap,2.0,12,1,6.3,7.0
الرياض بارك,New American Restaurant,"شارع بارق, الرياض 14722, المملكة العربية السعودية",24.533847,46.679761,expensive,0.0,34,0,7.536018122325698,
فوال الطائف,Bakery,"الرياض 14725, المملكة العربية السعودية",24.531176,46.686137,cheap,0.0,0,0,7.536018122325698,
Starbucks,Coffee Shop,"الرياض, المملكة العربية السعودية",24.53558928999773,46.68863699968899,cheap,4.0,12,0,8.0,4.0
ماكدونالدز,American Restaurant,"الرياض 14725, المملكة العربية السعودية",24.53288,46.69714000000001,moderate,3.0,11,1,7.536018122325698,
Dunkin Donuts (دانكن دونتس),Donut Shop,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.53535176259244,46.69324324903404,cheap,17.0,57,1,8.2,20.0
المشوي العنابي,Middle Eastern Restaurant,"الرياض 14725, المملكة العربية السعودية",24.535543,46.692831,moderate,6.0,30,3,7.536018122325698,
4 Guys,Burger Joint,"الرياض 14725, المملكة العربية السعودية",24.53075,46.695118,cheap,1.0,13,0,7.536018122325698,
وقت العصير,Snack Place,"الرياض 14725, المملكة العربية السعودية",24.535141,46.693363,cheap,0.0,3,0,7.536018122325698,
The Sandwich Co. (ذا ساندوتش كومبني),Burger Joint,"الرياض -حي الشفاء, الرياض 14725, المملكة العربية السعودية",24.53535514630745,46.69304635352495,cheap,12.0,18,2,7.8,15.0
Al Ennabi Grill,Middle Eastern Restaurant,"Al Shifa Plaza, الرياض 14725, المملكة العربية السعودية",24.535516,46.692814,moderate,0.0,0,0,7.536018122325698,
شاورمر,"Shawarma Place, Fast Food Restaurant, Sandwich Place","الرياض 14725, المملكة العربية السعودية",24.53156700000001,46.695152,Cheap,2.0,3,1,6.6,4.0
سيارة ايسكريم 2020,Ice Cream Shop,"Alkhaleefa Almamoon street (Ash Shifa), الرياض 14725, المملكة العربية السعودية",24.532275,46.695833,cheap,4.0,7,0,7.536018122325698,
دومينوز بيتزا,Pizza Place,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.53551,46.692989,cheap,1.0,3,0,7.536018122325698,
برجر كنج Burger King,Burger Joint,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535664,46.692673,cheap,6.0,0,0,7.536018122325698,
أعالي الأمواج للمأكولات البحرية,Seafood Restaurant,المملكة العربية السعودية,24.534408,46.697308,expensive,1.0,0,0,7.536018122325698,
monkey cookies مونكي كوكيز,Dessert Shop,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535341,46.692655,cheap,2.0,3,0,7.536018122325698,
ايسكريم سلطان,Ice Cream Shop,"الرياض 14725, المملكة العربية السعودية",24.531813,46.695463,cheap,0.0,5,0,7.536018122325698,
Pizza Papa John's (بيتزا بابا جونز),Pizza Place,"الشفا بلازا (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535368,46.692836,cheap,0.0,2,0,7.536018122325698,
Burger King - Shifa 2,Burger Joint,"Al Shifa Plaza, Al Imam Muslim Rd, Near Abdul Samad Al Qurashi, Badr, الرياض 14725, المملكة العربية السعودية",24.53566,46.69276,cheap,0.0,0,0,7.536018122325698,
Pastaliano Pasta & Crepe,Italian Restaurant,"Imam Muslim St. (Alshafa Plaza), الرياض 14725, المملكة العربية السعودية",24.535446,46.692871,moderate,0.0,0,0,7.536018122325698,
Tsc,Restaurant,"alshifa, الرياض 14725, المملكة العربية السعودية",24.535385,46.693226,moderate,3.0,3,2,7.6,3.0
Domino's Pizza,Pizza Place,"Al Shifa Plaza, Al Imam Muslim St, Badr, الرياض 14725, المملكة العربية السعودية",24.535323,46.692719,cheap,0.0,0,0,7.536018122325698,
Domino's Pizza,Pizza Place,"Alshifaa Plaza (Imam Muslim), الرياض 14725, المملكة العربية السعودية",24.535662,46.69306,cheap,0.0,1,0,7.3,0.0
Burger King,American Restaurant,"طريق الامام مسلم, الرياض, المملكة العربية السعودية",24.535669,46.69266500000001,moderate,0.0,1,0,7.536018122325698,
Shawerma Emperor (إمبراطور الشاورما),Shawarma Place,"حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.536078,46.692529,Cheap,0.0,0,0,7.536018122325698,
Texas Chicken (دجاج تكساس),"Fried Chicken Joint, Fast Food Restaurant","حي بدر (شارع الامام مسلم), الرياض 14725, المملكة العربية السعودية",24.535557,46.693049,cheap,1.0,0,0,7.536018122325698,
SADIG Coffee Shop (صادق كافيه),Coffee Shop,"شارع الخليفة المأمون, الرياض, المملكة العربية السعودية",24.53456460487329,46.69810255180416,cheap,10.0,14,1,7.5,13.0
قلعة الجود للمشويات الطازجة,BBQ Joint,"a, Riyadh, المملكة العربية السعودية",24.531507547717872,46.70682907104492,moderate,1.0,2,0,7.536018122325698,
Türk Kassabi Bereket,Turkish Restaurant,المملكة العربية السعودية,24.532776,46.707245,moderate,0.0,0,0,7.536018122325698,
Sandes,Diner,المملكة العربية السعودية,24.534340766320128,46.71483270032319,cheap,0.0,0,0,7.536018122325698,
Boofiya - Bangladesh India And Pakistani Foods,Indian Restaurant,المملكة العربية السعودية,24.533024279973503,46.72296502482954,moderate,1.0,0,1,7.536018122325698,
بوفية المصارير,Breakfast Spot,"الرياض 14532, المملكة العربية السعودية",24.533581,46.774072,cheap,1.0,0,0,7.536018122325698,
Seven Elven 7/11 Coffee & Sweet,"Food Truck, Coffee Shop","الرياض 13514, المملكة العربية السعودية",24.535162833364144,46.61486555288729,cheap,8.0,8,0,7.8,8.0
مطعم نكهة فرن,Restaurant,"الرياض 14966, المملكة العربية السعودية",24.536515,46.636312,moderate,2.0,1,0,7.536018122325698,
Barbecue Corner (ركن المشوي),Burger Joint,"Al Hazm, الرياض, المملكة العربية السعودية",24.535381317138672,46.63647842407226,cheap,2.0,3,0,7.536018122325698,
نكهه الريف,Diner,المملكة العربية السعودية,24.53525,46.636516,cheap,1.0,1,0,7.536018122325698,
Burger Tower (برجر تاور),Burger Joint,المملكة العربية السعودية,24.53907669458394,46.64020738649477,cheap,23.0,9,3,7.0,35.0
دواجن الحزم,Wings Joint,"الرياض 14966, المملكة العربية السعودية",24.539299,46.64018,cheap,0.0,0,0,7.536018122325698,
القهوة الكايفة,Coffee Shop,المملكة العربية السعودية,24.534809,46.638852,cheap,2.0,3,1,7.536018122325698,
بلاتي برجر,"Burger Joint, Fast Food Restaurant, American Restaurant","الرياض 14966, المملكة العربية السعودية",24.538638,46.641925,cheap,1.0,2,0,7.536018122325698,
موز ولوز,Coffee Shop,"الرياض 14966, المملكة العربية السعودية",24.536132,46.647336,cheap,4.0,10,1,7.536018122325698,
ترك قهوة مختصة,Café,"الرياض 14964, المملكة العربية السعودية",24.537366,46.645095,cheap,0.0,1,0,7.536018122325698,
كنتاكي | kfc,Fried Chicken Joint,المملكة العربية السعودية,24.537130767685,46.64757342069615,cheap,0.0,2,0,7.536018122325698,
TSC Signature,Fast Food Restaurant,المملكة العربية السعودية,24.532961827657505,46.647794938597535,cheap,1.0,3,0,7.536018122325698,
#عربة_قهوة_مختصة,Coffee Shop,"الرياض 14964, المملكة العربية السعودية",24.53737000000001,46.645031,cheap,0.0,8,0,7.536018122325698,
Post Coffee,"Coffee Shop, Café","Alhazm, الرياض 14964, المملكة العربية السعودية",24.539235,46.651729,cheap,1.0,22,2,7.536018122325698,
برجر جي,Burger Joint,المملكة العربية السعودية,24.538326807415427,46.65271571733928,cheap,12.0,1,4,7.6,13.0
Lions Food,Food Court,"Hazm, الرياض 14964, المملكة العربية السعودية",24.539054,46.652593,Cheap,0.0,4,0,7.536018122325698,
KFC,"Fast Food Restaurant, Fried Chicken Joint",المملكة العربية السعودية,24.53585014220725,46.653271927821294,cheap,3.0,1,0,6.6,3.0
جمعية البر بالشفا استقبال فائض الولائم,Food Truck,"الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.53949108473756,46.65172586655322,cheap,2.0,1,1,7.536018122325698,
مطعم كبسة امي,Diner,المملكة العربية السعودية,24.539287726918023,46.65154121006035,cheap,3.0,5,1,4.9,14.0
مجرد مكرونة,Italian Restaurant,المملكة العربية السعودية,24.539176,46.652731,moderate,1.0,0,0,7.536018122325698,
10 Sport Cafe,Coffee Shop,"Al Hazam, الرياض 14964, المملكة العربية السعودية",24.539307,46.649532,cheap,0.0,3,0,7.536018122325698,
أكل اسود,Dutch Restaurant,"الرياض 14964, المملكة العربية السعودية",24.539139,46.652601,Cheap,2.0,4,0,7.536018122325698,
واحة الشطيرة,Burger Joint,"الرياض 14964, المملكة العربية السعودية",24.538992,46.652582,cheap,0.0,0,0,7.536018122325698,
Starbucks (ستاربكس),Coffee Shop,"تقاطع شارع الصحراء مع طريق ديراب (Dirab Road), الرياض 14722, المملكة العربية السعودية",24.53730220066813,46.65940300256909,cheap,162.0,1171,37,8.9,187.0
McDonald's (ماكدونالدز),Fast Food Restaurant,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.53744947994433,46.65816434021157,cheap,80.0,42,1,8.1,109.0
Juice Time (وقت العصير),"Juice Bar, Ice Cream Shop","الرياض, المملكة العربية السعودية",24.538300543617325,46.6593210147631,cheap,23.0,63,7,8.3,28.0
Hamburgini (هامبرغيني),Burger Joint,"Dirab road | طريق ديراب (Hamza bin abdulmutaleeb), الرياض 14964, المملكة العربية السعودية",24.538437224231963,46.65906429290772,cheap,125.0,53,22,8.5,151.0
Subway (صب واي),Sandwich Place,"طريق ديراب, الرياض, المملكة العربية السعودية",24.537504587522047,46.65807559385014,cheap,12.0,12,1,6.7,19.0
Shawarmer (شاورمر),Shawarma Place,"Dirab Branch Rd, Al Hazm, الرياض, المملكة العربية السعودية",24.5376110026199,46.658282996494144,Cheap,13.0,17,3,6.8,19.0
Maestro Pizza (مايسترو بيتزا),Pizza Place,المملكة العربية السعودية,24.537524925530075,46.65820634395441,cheap,5.0,4,0,7.536018122325698,
Noodles Factory (نودلز فاكتوري),Noodle House,"طريق ديراب, الرياض, المملكة العربية السعودية",24.53745710439075,46.658166099535634,cheap,20.0,8,12,6.8,31.0
12 Burger,Burger Joint,"الرياض 14964, المملكة العربية السعودية",24.538211,46.658799,cheap,0.0,10,0,7.536018122325698,
الشورما العربي,Turkish Restaurant,"حي الحزم (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.538257,46.658802,moderate,0.0,0,1,7.536018122325698,
مطعم مذاق الكشري,Egyptian Restaurant,"حي الحزم (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.538439,46.658803000000006,Cheap,3.0,4,1,7.536018122325698,
Burger 12 برجر ١٢,Fast Food Restaurant,"الرياض 14964, المملكة العربية السعودية",24.53799200000001,46.658713,cheap,1.0,1,0,7.536018122325698,
Shawrma Mahboob (شاورما محبوب),Doner Restaurant,"Dirab Rd., الرياض 14964, المملكة العربية السعودية",24.538414000000003,46.659045,Cheap,0.0,0,0,7.536018122325698,
اوز بيك,Fried Chicken Joint,"الشفا طريق ديراب, الرياض, المملكة العربية السعودية",24.538084,46.658805,cheap,2.0,2,1,7.536018122325698,
باجة,Snack Place,"حي المروة (طريق ديراب), الرياض 14964, المملكة العربية السعودية",24.53781,46.658566,cheap,0.0,1,0,7.536018122325698,
هابرجريني,American Restaurant,"طريق ديراب, الرياض, المملكة العربية السعودية",24.538223,46.658798,moderate,1.0,3,0,7.536018122325698,
Noodles Factory,Noodle House,"Alhazm (Amam mouslm - dirab), الرياض, المملكة العربية السعودية",24.537791,46.657935,cheap,1.0,6,1,7.536018122325698,
بيت الكتاكيت Bait Alkatakit (بيت الكتاكيت),Fried Chicken Joint,المملكة العربية السعودية,24.538226,46.658952,cheap,3.0,4,0,7.536018122325698,
Shawarma House (بيت الشاورما),Shawarma Place,"جنوب شارع المشتل (بجانب هرفي), الرياض 14964, المملكة العربية السعودية",24.53910538247729,46.65966150302991,Cheap,88.0,176,11,8.5,106.0
Herfy 326 jazzed,Burger Joint,"طريق ديراب, الرياض, المملكة العربية السعودية",24.53856085890389,46.65933045100248,cheap,6.0,1,1,5.9,14.0
Pizza Hut,Pizza Place,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.538746,46.659229,cheap,0.0,1,0,6.6,0.0
Burger King (برجر كنج),Fast Food Restaurant,"حي المروة (طريق ديراب), الرياض, المملكة العربية السعودية",24.537399,46.659862,cheap,7.0,10,0,5.6,15.0
Burger King - Dirab,Burger Joint,"Dirab Branch Rd, Opposite Al Dawaa Pharmacy, Al Marwah, الرياض 14722, المملكة العربية السعودية",24.537538,46.659791,cheap,0.0,0,0,7.536018122325698,
لمحة القهوة,Coffee Shop,"الشفا (الأمام مسلم), الرياض, المملكة العربية السعودية",24.536793,46.6924,cheap,1.0,4,0,7.536018122325698,
Shifudo شيفودو,Seafood Restaurant,"Shifa district - Imam Muslim Road - After Orouba Center and before Banda, الرياض, المملكة العربية السعودية",24.536275215398256,46.692242337101405,expensive,12.0,44,7,6.5,20.0
قهوة شخصين 2GUYS,Café,"Alshifa (Imam Muslim), الرياض, المملكة العربية السعودية",24.53901419010608,46.688574106270686,cheap,5.0,32,2,6.2,10.0
شمس و قهوة,Coffee Shop,"طريق الامام مسلم, الرياض 14724, المملكة العربية السعودية",24.538355,46.69051,cheap,1.0,8,0,7.536018122325698,
Cafeteria (بوفية),Breakfast Spot,"حي بدر (ش - الامام مسلم), الرياض, المملكة العربية السعودية",24.538696,46.689591,cheap,2.0,1,0,7.536018122325698,
اسكندر افندي,Turkish Restaurant,"حي بدر (طريق ابن تيمية), الرياض, المملكة العربية السعودية",24.53971819012399,46.68944833218946,moderate,0.0,2,0,7.536018122325698,
قهوة شبات,Café,"حي بدر (ط ابن تيمية), الرياض, المملكة العربية السعودية",24.53988663079707,46.68925493196869,cheap,1.0,7,1,7.536018122325698,
لقيمات حصة,Restaurant,"2153 Ibn Taymeeyah Rd, الرياض 14724, المملكة العربية السعودية",24.540343,46.690068,moderate,1.0,1,1,7.536018122325698,
Texas Chicken,Fast Food Restaurant,"Shifa (Imam Muslim Road), الرياض 14724, المملكة العربية السعودية",24.536518,46.69618,cheap,2.0,0,0,7.536018122325698,
Coffee Gram (جرام القهوة),Coffee Shop,"Al Khalifah Al Mamoon St, الرياض 14724, المملكة العربية السعودية",24.53789076941372,46.70082088882203,cheap,88.0,532,36,8.9,107.0
Fun Taste,Restaurant,"الرياض 14724, المملكة العربية السعودية",24.538718,46.698941,moderate,0.0,3,2,7.536018122325698,
مقهى فنجال وقدوع للقهوة العربية,Café,"حي الشفا شارع الخليل بن أحمد (المعارض), الرياض, المملكة العربية السعودية",24.540115905199624,46.69880390167236,cheap,3.0,6,2,7.536018122325698,
مخبز وبوفية فوال  الشرق الاوسط,Breakfast Spot,"حي بدر (شارع الخليفة المأمون), المملكة العربية السعودية",24.538065,46.701056,cheap,0.0,4,0,7.536018122325698,
شاورما جي,Fast Food Restaurant,"الرياض 14724, المملكة العربية السعودية",24.539337,46.702095,cheap,0.0,0,0,7.536018122325698,
BAHRYA (بحرية),Seafood Restaurant,المملكة العربية السعودية,24.53855330720563,46.70049225317555,expensive,0.0,1,0,7.536018122325698,
مطعم ميرا البخاري,Afghan Restaurant,"بدر (شارع الخليفة المأمون), المملكة العربية السعودية",24.538321569173608,46.70133208715864,moderate,2.0,2,0,7.536018122325698,
كفي في التسعين,Coffee Shop,المملكة العربية السعودية,24.54027105037921,46.698543703883935,cheap,0.0,4,0,7.536018122325698,
اطلق بوفيه بالرياض,Buffet,"الرياض 14724, المملكة العربية السعودية",24.540268,46.705631,Cheap,0.0,0,0,7.536018122325698,
antakya kasabi,Turkish Restaurant,"Sifa, المملكة العربية السعودية",24.538467,46.70763,moderate,2.0,1,1,7.536018122325698,
الحميس التركي,Doner Restaurant,"حي بدر (شارع الرسالة), الرياض 14724, المملكة العربية السعودية",24.538874,46.707584,Cheap,1.0,3,1,7.536018122325698,
Karyet Al Romansiah,Turkish Restaurant,"Shifa (Al bedir), الرياض, المملكة العربية السعودية",24.537683,46.709636,moderate,0.0,0,0,7.536018122325698,
مطعم ركن الأوصال,Turkish Restaurant,"الشفا, الرياض, المملكة العربية السعودية",24.539325,46.712869,moderate,3.0,0,0,7.536018122325698,
Domino's Pizza (دومينوز بيتزا),Pizza Place,المملكة العربية السعودية,24.536037279056146,46.71251076984575,cheap,3.0,1,0,6.6,6.0
sandeyss,Turkish Restaurant,المملكة العربية السعودية,24.539444942814185,46.71268066354802,moderate,3.0,2,1,7.536018122325698,
sandeys restorant,BBQ Joint,المملكة العربية السعودية,24.53925325000105,46.71286451282688,moderate,1.0,1,0,7.536018122325698,
شركة العردان ( بوفية ),Indian Restaurant,"الشفا, الرياض 14724, المملكة العربية السعودية",24.53899,46.712391,moderate,0.0,0,0,7.536018122325698,
صانع الحلويات,Café,المملكة العربية السعودية,24.54049,46.713722,cheap,1.0,0,0,7.536018122325698,
الشفا للوجبات السريعة,Chaat Place,"الشفا (طريق عرفات), الرياض, المملكة العربية السعودية",24.541143,46.714524,Cheap,0.0,0,0,7.536018122325698,
riyadh sifa kiral kunefe,Cafeteria,المملكة العربية السعودية,24.540805692631302,46.71336024411989,Cheap,1.0,2,0,7.536018122325698,
فلافل قرمشة,Falafel Restaurant,"Al Itidal, المملكة العربية السعودية",24.54025747442121,46.7250263770906,cheap,5.0,1,0,6.8,9.0
مطعم أرزاق بلادي البخاري,Afghan Restaurant,"الرياض, المملكة العربية السعودية",24.539982,46.72065900000001,moderate,1.0,0,0,7.536018122325698,
Moroccan Tea (شاي مغربي),Tea Room,"الرياض 14741, المملكة العربية السعودية",24.536617,46.772172,moderate,2.0,1,0,7.536018122325698,
Shawarmer (شاورمر),Shawarma Place,المملكة العربية السعودية,24.535832,46.910331,Cheap,2.0,0,0,7.0,2.0
مقهى الديوانية الخليجية,Arepa Restaurant,المملكة العربية السعودية,24.54395098792429,46.64752944624711,cheap,17.0,4,2,6.7,27.0
بلح وعسل,Pastry Shop,"شارع المشتل, الرياض 14964, المملكة العربية السعودية",24.541507,46.648346,Cheap,5.0,3,0,7.536018122325698,
ام فهد للطبخ الشعبي,Middle Eastern Restaurant,"الحزم, المملكة العربية السعودية",24.54477,46.644785,moderate,1.0,0,0,7.536018122325698,
فور برجر,Burger Joint,المملكة العربية السعودية,24.543743936338664,46.64757813383275,cheap,0.0,0,0,7.536018122325698,
مزاج الزنجبيل,Café,المملكة العربية السعودية,24.542598,46.648183,cheap,8.0,0,0,7.3,9.0
واحة القهوة السوداء Oasis Of Black Coffee,"Café, Coffee Shop, Market","الرياض 14964, المملكة العربية السعودية",24.544871,46.647803,cheap,5.0,39,1,7.536018122325698,
قديمك نديمك,Café,"شارع حمزة بن عبدالمطلب, المملكة العربية السعودية",24.546329949493185,46.64797996845736,cheap,27.0,29,5,7.7,35.0
كوفي تايم,Café,المملكة العربية السعودية,24.546376,46.647976,cheap,0.0,1,0,7.536018122325698,
Planck cafe بلانك كافيه,Café,المملكة العربية السعودية,24.544197,46.647855,cheap,1.0,25,0,7.536018122325698,
فطيرة الفلافل Falafel Pie | حي الحزم,Falafel Restaurant,"حي الحزم (شارع المشتل), الرياض 77779, المملكة العربية السعودية",24.545193,46.652774,cheap,7.0,1,1,6.5,13.0
Shawerma Emperor (إمبراطور الشاورما),Shawarma Place,"Almeshtal St., الرياض, المملكة العربية السعودية",24.545473416497277,46.65224030940654,Cheap,47.0,21,9,6.8,71.0
بروكولي,Italian Restaurant,"الرياض 14964, المملكة العربية السعودية",24.544229259459748,46.65458830300681,moderate,8.0,5,0,6.2,16.0
Devour ديفور,Café,"Al Hazm (Al Mashtal), الرياض 14964, المملكة العربية السعودية",24.544,46.654615,cheap,6.0,23,2,7.536018122325698,
Dominos Pizza (دومينوز بيتزا),Pizza Place,"الرياض - حي الحزم (شارع المشتل), المملكة العربية السعودية",24.54525668820887,46.65326892189474,cheap,24.0,6,2,8.6,27.0
البيتزا الساخنة,Pizza Place,"شارع المشتل, الرياض 14964, المملكة العربية السعودية",24.545656,46.651496,cheap,0.0,3,0,7.536018122325698,
بيت الشواية,Kurdish Restaurant,"الرياض 14964, المملكة العربية السعودية",24.543613,46.655136,Cheap,4.0,1,0,7.536018122325698,
مطعم بخاري,Afghan Restaurant,"الحزم (شارع المشتل), الرياض, المملكة العربية السعودية",24.5446255857214,46.65366316433,moderate,0.0,3,0,7.536018122325698,
Dankin Donut's,Café,"شارع المشتل, المملكة العربية السعودية",24.542198983195828,46.65827397617082,cheap,14.0,9,0,8.6,14.0
Mustache Burger,Burger Joint,"الرياض 14964, المملكة العربية السعودية",24.545034,46.653356,cheap,8.0,4,5,7.7,9.0
كبدة فوزية البقمي,Breakfast Spot,"الرياض 14964, المملكة العربية السعودية",24.546008,46.651533,cheap,1.0,0,0,7.536018122325698,
Juice & Snack (خفيف وعصير),"Snack Place, Juice Bar","Almatri St, الرياض 14964, المملكة العربية السعودية",24.543685,46.653641,cheap,4.0,11,1,7.536018122325698,
ايس كريم ابو سارة ولد الحارة,Ice Cream Shop,"الرياض 14964, المملكة العربية السعودية",24.542605,46.658032,cheap,0.0,1,0,7.536018122325698,
Juice Day,Juice Bar,"الرياض 14964, المملكة العربية السعودية",24.545317,46.65224600000001,cheap,0.0,0,0,7.536018122325698,
grilld burger (برجر مشوي),Burger Joint,المملكة العربية السعودية,24.54634475708008,46.65128326416016,cheap,2.0,3,1,7.536018122325698,
Patisserie Jareer (حلويات القباني جرير),Pastry Shop,"شارع المشتل, الرياض 14964, المملكة العربية السعودية",24.543701,46.65512,Cheap,6.0,3,0,6.2,11.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"4022 Al Mashtal St, Al Hazm, الرياض 14964, المملكة العربية السعودية",24.545261,46.653375,cheap,0.0,0,0,7.536018122325698,
كشري كنانة,Middle Eastern Restaurant,"الرياض 14964, المملكة العربية السعودية",24.545605,46.651836,moderate,0.0,0,0,7.536018122325698,
بوفية سندويشات,Breakfast Spot,"حي الحزم (ش المشتل), الرياض, المملكة العربية السعودية",24.54347184564641,46.65631234037952,cheap,4.0,0,0,7.536018122325698,
